UTC,Open,High,Low,Close,Volume
19.03.2026 14:35:00.000 UTC,4605.369,4620.985,4605.078,4617.885,0.40611
19.03.2026 14:40:00.000 UTC,4617.875,4622.035,4608.805,4612.725,0.49637
19.03.2026 14:45:00.000 UTC,4612.715,4617.385,4602.615,4614.415,0.43274999999999997
19.03.2026 14:50:00.000 UTC,4614.505,4627.705,4610.735,4622.865,0.38728
19.03.2026 14:55:00.000 UTC,4623.175,4623.175,4597.875,4601.605,0.37019
19.03.2026 15:00:00.000 UTC,4601.295,4615.775,4593.135,4615.415,0.36868
19.03.2026 15:05:00.000 UTC,4615.385,4638.445,4614.365,4616.995,0.41631
19.03.2026 15:10:00.000 UTC,4616.935,4629.075,4610.015,4627.225,0.32980000000000004
19.03.2026 15:15:00.000 UTC,4627.205,4629.175,4603.255,4609.545,0.35597
19.03.2026 15:20:00.000 UTC,4609.505,4614.735,4603.605,4607.365,0.35868
19.03.2026 15:25:00.000 UTC,4607.485,4611.445,4596.345,4602.935,0.31672
19.03.2026 15:30:00.000 UTC,4603.015,4603.015,4573.645,4579.465,0.36145
19.03.2026 15:35:00.000 UTC,4579.435,4583.865,4570.335,4577.005,0.33460999999999996
19.03.2026 15:40:00.000 UTC,4576.775,4581.945,4570.045,4571.545,0.37213
19.03.2026 15:45:00.000 UTC,4571.355,4585.665,4566.025,4583.415,0.37467999999999996
19.03.2026 15:50:00.000 UTC,4583.385,4594.965,4581.395,4591.405,0.37605000000000005
19.03.2026 15:55:00.000 UTC,4591.445,4611.265,4586.889,4596.155,0.65213
19.03.2026 16:00:00.000 UTC,4596.035,4618.805,4592.685,4613.045,0.36401
19.03.2026 16:05:00.000 UTC,4613.115,4626.295,4610.545,4616.585,0.43267
19.03.2026 16:10:00.000 UTC,4616.275,4618.025,4602.625,4604.735,0.39824
19.03.2026 16:15:00.000 UTC,4604.765,4608.558,4593.005,4607.855,0.38202
19.03.2026 16:20:00.000 UTC,4607.825,4616.885,4605.595,4608.628,0.45882999999999996
19.03.2026 16:25:00.000 UTC,4608.755,4612.225,4598.845,4599.015,0.6617500000000001
19.03.2026 16:30:00.000 UTC,4599.055,4602.285,4587.965,4593.465,0.32636
19.03.2026 16:35:00.000 UTC,4593.445,4595.675,4583.945,4594.065,0.32309
19.03.2026 16:40:00.000 UTC,4594.055,4608.055,4592.675,4592.765,0.29548
19.03.2026 16:45:00.000 UTC,4592.815,4598.465,4590.898,4592.375,0.28060999999999997
19.03.2026 16:50:00.000 UTC,4592.385,4596.515,4576.585,4586.795,0.33869000000000005
19.03.2026 16:55:00.000 UTC,4586.715,4591.905,4582.455,4584.635,0.27239
19.03.2026 17:00:00.000 UTC,4584.615,4594.055,4581.265,4591.095,0.30647
19.03.2026 17:05:00.000 UTC,4591.165,4595.965,4575.775,4577.655,0.37327000000000005
19.03.2026 17:10:00.000 UTC,4577.705,4584.885,4573.595,4579.115,0.31821
19.03.2026 17:15:00.000 UTC,4579.045,4598.825,4573.775,4597.275,0.3251
19.03.2026 17:20:00.000 UTC,4597.125,4611.065,4596.665,4610.555,0.33873000000000003
19.03.2026 17:25:00.000 UTC,4610.515,4613.495,4599.145,4603.095,0.36894000000000005
19.03.2026 17:30:00.000 UTC,4603.255,4618.545,4602.765,4606.105,0.31803
19.03.2026 17:35:00.000 UTC,4606.125,4607.775,4599.338,4605.698,0.28413
19.03.2026 17:40:00.000 UTC,4605.598,4610.015,4602.445,4604.725,0.28625
19.03.2026 17:45:00.000 UTC,4605.015,4613.115,4604.825,4610.085,0.24775999999999998
19.03.2026 17:50:00.000 UTC,4610.505,4629.555,4609.335,4624.545,0.30754
19.03.2026 17:55:00.000 UTC,4624.515,4625.255,4614.305,4615.749,0.24396
19.03.2026 18:00:00.000 UTC,4615.765,4618.885,4604.535,4610.565,0.28771
19.03.2026 18:05:00.000 UTC,4610.555,4612.505,4600.675,4610.395,0.32232999999999995
19.03.2026 18:10:00.000 UTC,4610.425,4616.815,4609.435,4614.585,0.26817
19.03.2026 18:15:00.000 UTC,4614.565,4617.345,4606.945,4608.735,0.23065999999999998
19.03.2026 18:20:00.000 UTC,4608.775,4611.585,4604.355,4607.455,0.25031000000000003
19.03.2026 18:25:00.000 UTC,4607.505,4614.615,4607.405,4609.425,0.27168
19.03.2026 18:30:00.000 UTC,4609.395,4611.075,4601.355,4603.285,0.23439999999999997
19.03.2026 18:35:00.000 UTC,4603.295,4606.265,4595.835,4606.005,0.28239
19.03.2026 18:40:00.000 UTC,4606.025,4610.325,4604.745,4608.825,0.16986
19.03.2026 18:45:00.000 UTC,4608.805,4614.005,4606.975,4607.405,0.18460000000000001
19.03.2026 18:50:00.000 UTC,4607.435,4608.575,4604.155,4606.785,0.18257
19.03.2026 18:55:00.000 UTC,4606.825,4622.935,4604.555,4622.655,0.22166999999999998
19.03.2026 19:00:00.000 UTC,4622.665,4648.115,4622.665,4634.975,0.37079
19.03.2026 19:05:00.000 UTC,4634.945,4658.015,4632.855,4649.615,0.41666999999999993
19.03.2026 19:10:00.000 UTC,4649.615,4663.215,4641.525,4656.905,0.41487999999999997
19.03.2026 19:15:00.000 UTC,4656.955,4661.645,4646.685,4657.645,0.35224999999999995
19.03.2026 19:20:00.000 UTC,4657.695,4658.205,4642.985,4643.535,0.34976999999999997
19.03.2026 19:25:00.000 UTC,4643.555,4646.065,4632.755,4643.785,0.34823
19.03.2026 19:30:00.000 UTC,4643.815,4648.985,4636.678,4646.105,0.31023
19.03.2026 19:35:00.000 UTC,4646.345,4647.015,4632.395,4640.325,0.30756000000000006
19.03.2026 19:40:00.000 UTC,4640.355,4643.415,4636.775,4638.485,0.23719
19.03.2026 19:45:00.000 UTC,4638.505,4639.905,4634.055,4635.345,0.23849
19.03.2026 19:50:00.000 UTC,4635.375,4642.085,4631.675,4640.185,0.28219
19.03.2026 19:55:00.000 UTC,4640.155,4649.725,4639.135,4643.765,0.29017000000000004
19.03.2026 20:00:00.000 UTC,4643.525,4654.365,4642.725,4649.865,0.16383999999999999
19.03.2026 20:05:00.000 UTC,4649.835,4657.175,4649.018,4655.565,0.11402999999999999
19.03.2026 20:10:00.000 UTC,4655.605,4658.115,4652.125,4653.845,0.09633
19.03.2026 20:15:00.000 UTC,4653.805,4658.685,4649.725,4655.445,0.1008
19.03.2026 20:20:00.000 UTC,4655.355,4660.465,4654.685,4658.435,0.08840999999999999
19.03.2026 20:25:00.000 UTC,4658.415,4660.115,4655.535,4657.085,0.08026
19.03.2026 20:30:00.000 UTC,4657.115,4659.365,4654.555,4656.605,0.07998000000000001
19.03.2026 20:35:00.000 UTC,4656.635,4659.295,4654.265,4657.055,0.06507
19.03.2026 20:40:00.000 UTC,4657.075,4658.685,4653.535,4654.415,0.05637
19.03.2026 20:45:00.000 UTC,4654.058,4657.705,4651.495,4657.575,0.06621
19.03.2026 20:50:00.000 UTC,4657.305,4661.695,4653.475,4657.195,0.11308
19.03.2026 20:55:00.000 UTC,4657.165,4658.525,4648.025,4649.375,0.09548999999999999
19.03.2026 22:00:00.000 UTC,4650.498,4662.538,4649.898,4659.085,0.10337999999999999
19.03.2026 22:05:00.000 UTC,4658.915,4666.855,4657.235,4665.575,0.05990999999999999
19.03.2026 22:10:00.000 UTC,4665.545,4671.555,4663.195,4670.695,0.07311
19.03.2026 22:15:00.000 UTC,4670.605,4676.865,4667.445,4671.055,0.1486
19.03.2026 22:20:00.000 UTC,4671.035,4671.095,4660.215,4661.555,0.11488
19.03.2026 22:25:00.000 UTC,4661.585,4670.395,4660.805,4666.098,0.10212999999999998
19.03.2026 22:30:00.000 UTC,4666.098,4666.098,4648.898,4650.395,0.11763
19.03.2026 22:35:00.000 UTC,4650.565,4658.205,4650.078,4656.265,0.10245
19.03.2026 22:40:00.000 UTC,4656.555,4656.665,4645.935,4646.445,0.09336
19.03.2026 22:45:00.000 UTC,4646.425,4649.935,4644.075,4646.505,0.09488999999999999
19.03.2026 22:50:00.000 UTC,4645.745,4648.185,4640.425,4648.035,0.1033
19.03.2026 22:55:00.000 UTC,4648.015,4649.285,4635.558,4635.858,0.2039
19.03.2026 23:00:00.000 UTC,4635.565,4647.208,4635.555,4643.175,0.39945
19.03.2026 23:05:00.000 UTC,4643.588,4644.278,4640.448,4643.398,0.20643
19.03.2026 23:10:00.000 UTC,4643.398,4643.985,4638.425,4638.585,0.07335
19.03.2026 23:15:00.000 UTC,4638.565,4645.695,4638.065,4645.165,0.08118
19.03.2026 23:20:00.000 UTC,4645.145,4646.795,4639.975,4640.575,0.06606
19.03.2026 23:25:00.000 UTC,4640.615,4645.215,4639.985,4643.805,0.05442
19.03.2026 23:30:00.000 UTC,4643.775,4647.745,4638.215,4638.265,0.07248
19.03.2026 23:35:00.000 UTC,4638.305,4640.375,4636.815,4639.685,0.072
19.03.2026 23:40:00.000 UTC,4639.685,4639.685,4633.905,4635.375,0.09408
19.03.2026 23:45:00.000 UTC,4635.345,4644.795,4635.105,4644.275,0.096
19.03.2026 23:50:00.000 UTC,4644.245,4646.415,4642.955,4646.105,0.08664
19.03.2026 23:55:00.000 UTC,4646.085,4646.565,4641.475,4643.325,0.06018
